Doctor's Name,Speciality,Keywords,Experience (Years),Rating,Location,Treated_Diseases,Phone,Email
Dr. Sunita Gupta,Ophthalmologist,"Blurred Vision, Eye Pain, Cataracts, Glaucoma",14,4.4,Jaipur,"Diabetic Retinopathy, Macular Degeneration, Dry Eye Syndrome",+91 91098 76543,sunitagupta@eyecarecenter.com
Dr. Ramesh Kumar,Urologist,"Urinary Incontinence, Kidney Stones, Prostate Problems, Blood in Urine",20,4.7,Lucknow,"Erectile Dysfunction, Urinary Tract Infections (UTIs), Bladder Cancer",+91 90987 65432,kumar@urologyclinic.com
Dr. Shalini Mishra,Cardiologist,"Angina, Arrhythmia, High Blood Pressure, Chest Discomfort",11,3.8,Mumbai,"Atrial Fibrillation, Valve Disorders, Cardiomyopathy",+91 98761 23450,shalinimishra@heartclinic.com
Dr. Rajesh Khanna,Dermatologist,"Rashes, Itching, Warts, Moles, Skin Allergies",5,4.5,Delhi,"Contact Dermatitis, Psoriasis, Acne Scars",+91 99870 12345,rajeshkhanna@skindoc.com
Dr. Neha Verma,Neurologist,"Tremors, Numbness, Weakness, Dizziness",9,4.9,Bangalore,"Bell's Palsy, Carpal Tunnel Syndrome, Vertigo",+91 97659 01234,nehaverma@neurocare.com
Dr. Suresh Kumar,Gastroenterologist,"Heartburn, Indigestion, Nausea, Vomiting",16,4.2,Chennai,"Gastritis, Peptic Ulcers, Liver Disease",+91 96548 90123,sureshkumar@gastrolife.com
Dr. Aparna Reddy,Endocrinologist,"Fatigue, Weight Loss, Excessive Thirst, Frequent Urination",13,4.6,Hyderabad,"Hyperthyroidism, Hypothyroidism, Cushing's Syndrome",+91 95437 89012,aparnareddy@endocrinesolutions.com
Dr. Ajay Singh,Orthopedic Surgeon,"Hip Pain, Ankle Pain, Foot Pain, Muscle Sprains",28,4.0,Kolkata,"Osteoarthritis, Ligament Tears, Bursitis",+91 94326 78901,ajaysingh@orthorehab.com
Dr. Pooja Nair,Gynecologist,"Irregular Periods, Painful Periods, Vaginal Discharge, Contraception",6,4.7,Pune,"Premenstrual Syndrome (PMS), Vaginitis, Pelvic Inflammatory Disease (PID)",+91 93215 67890,poojanair@womenshealthcenter.com
Dr. Vivek Joshi,Pediatrician,"Ear Infections, Sore Throat, Runny Nose, Diarrhea",19,4.3,Ahmedabad,"Chickenpox, Measles, Mumps",+91 92104 56789,vivekjosh@kidshealth.com
Dr. Anita Gupta,Ophthalmologist,"Double Vision, Eye Strain, Red Eyes, Itchy Eyes",3,4.8,Jaipur,"Conjunctivitis, Corneal Ulcers, Uveitis",+91 91093 45678,anitagupta@eyespecialists.com
Dr. Rohit Kumar,Urologist,"Enlarged Prostate, Testicular Pain, Difficulty Urinating",24,4.1,Lucknow,"Prostatitis, Kidney Infections, Bladder Stones",+91 90982 34567,rohitkumar@urologist.com
Dr. Divya Patel,Cardiologist,"Fainting, Dizziness, Leg Swelling, Weakness",17,3.9,Mumbai,"Peripheral Artery Disease, Aortic Stenosis, Mitral Valve Prolapse",+91 98760 98765,divyapatel@cardiaccenter.com
Dr. Arjun Sharma,Dermatologist,"Dry Skin, Age Spots, Rosacea, Sunburn",4,4.4,Delhi,"Melasma, Vitiligo, Actinic Keratosis",+91 99879 87654,arjunsharma@dermacare.com
Dr. Lakshmi Nair,Neurologist,"Memory Loss, Confusion, Speech Problems",21,4.6,Bangalore,"Alzheimer's Disease, Dementia, Amyotrophic Lateral Sclerosis (ALS)",+91 97658 76543,lakshminair@neurologyclinic.com
Dr. Mahesh Singh,Gastroenterologist,"Rectal Bleeding, Dark Stools, Abdominal Cramps",1,4.7,Chennai,"Hemorrhoids, Anal Fissures, Diverticulitis",+91 96547 65432,maheshsingh@gihealth.com
Dr. Swati Verma,Endocrinologist,"Hot Flashes, Night Sweats, Mood Swings",29,4.2,Hyderabad,"Menopause, Hypogonadism, Growth Hormone Deficiency",+91 95436 54321,swativerma@endocrinespecialist.com
Dr. Karan Kapoor,Orthopedic Surgeon,"Elbow Pain, Wrist Pain, Hand Pain, Finger Pain",12,4.9,Kolkata,"Tennis Elbow, Carpal Tunnel Syndrome, Trigger Finger",+91 94325 43210,karankapoor@orthopedichands.com
Dr. Ritu Joshi,Gynecologist,"Breast Pain, Breast Lumps, Abnormal Bleeding",10,4.5,Pune,"Fibrocystic Breast Disease, Breast Cancer Screening, Uterine Prolapse",+91 93214 32109,ritujoshi@womenscenter.com
Dr. Rohan Kumar,Pediatrician,"Skin Rashes, Vomiting, Constipation",35,4.0,Ahmedabad,"Colic, Eczema, Food Allergies",+91 92103 21098,rohankumar@pediatriccare.com
Dr. Shreya Gupta,Ophthalmologist,"Eye Floaters, Flashes of Light, Sudden Vision Loss",8,4.3,Jaipur,"Retinal Detachment, Age-Related Macular Degeneration (AMD)",+91 91092 10987,shreyagupta@visioncenter.com
Dr. Vikram Patel,Urologist,"Scrotal Swelling, Painful Ejaculation, Blood in Semen",2,4.8,Lucknow,"Varicocele, Hydrocele, Peyronie's Disease",+91 90981 09876,vikrampatel@urologyassociates.com
Dr. Aditi Singh,Cardiologist,"Shortness of breath on exertion, Swollen ankles, Fatigue",6,3.7,Mumbai,"Pulmonary Hypertension, Congenital Heart Defects, Valvular Heart Disease",+91 98766 54321,aditisingh@heartinstitute.com
Dr. Saurabh Verma,Dermatologist,"Nail Infections, Skin Discoloration, Scarring",14,4.6,Delhi,"Keloids, Hyperpigmentation, Pityriasis Alba",+91 99875 43210,saurabhverma@skinmd.com
Dr. Gayatri Kapoor,Neurologist,"Balance Problems, Coordination Difficulties, Muscle Spasms",27,4.1,Bangalore,"Ataxia, Huntington's Disease, Myasthenia Gravis",+91 97654 32109,gayatrikapoor@neurolife.com
Dr. Siddharth Patel,Gastroenterologist,"Loss of Appetite, Unintentional Weight Loss, Yellowing of Skin",31,4.9,Chennai,"Cirrhosis, Hepatitis, Pancreatitis",+91 96543 21098,siddharthpatel@digestivelife.com
Dr. Nandini Reddy,Endocrinologist,"Brittle Bones, Muscle Weakness, Kidney Stones",11,4.4,Hyderabad,"Hyperparathyroidism, Hypoparathyroidism, Rickets",+91 95432 10987,nandinireddy@endocrineclinic.com
Dr. Arvind Singh,Orthopedic Surgeon,"Neck Pain, Whiplash, Spinal Injuries",37,4.2,Kolkata,"Cervical Spondylosis, Sciatica, Herniated Discs",+91 94321 09876,arvindsingh@spinecare.com
Dr. Shilpa Nair,Gynecologist,"Sexual Dysfunction, Pain During Intercourse, Vaginal Dryness",9,4.7,Pune,"Vulvodynia, Vaginismus, Lichen Sclerosus",+91 93210 98765,shilpanair@womenspecialists.com
Dr. Manoj Joshi,Pediatrician,"Behavioral Problems, Learning Disabilities, Autism Spectrum Disorder",17,4.5,Ahmedabad,"Attention-Deficit/Hyperactivity Disorder (ADHD), Cerebral Palsy, Down Syndrome",+91 92109 87654,manojjoshi@childrensspecialty.com
Dr. Kavita Gupta,Ophthalmologist,"Drooping Eyelids, Squinting, Crossed Eyes",5,4.0,Jaipur,"Ptosis, Strabismus, Amblyopia",+91 91098 76543,kavitagupta@eyeinstitute.com
Dr. Deepak Kumar,Urologist,"Infertility, Low Sperm Count, Testicular Cancer",15,4.3,Lucknow,"Azoospermia, Oligospermia, Cryptorchidism",+91 90987 65432,deepakkumar@menshealth.com
Dr. Riya Sharma,Cardiologist,"Fast Heartbeat, Irregular Heartbeat, Heart Murmur",26,4.8,Mumbai,"Supraventricular Tachycardia (SVT), Ventricular Tachycardia (VT), Arrhythmogenic Cardiomyopathy",+91 98765 43310,riyasharma@advancedheartcare.com
Dr. Varun Verma,Dermatologist,"Blisters, Ulcers, Nodules, Cysts",7,3.9,Delhi,"Bullous Pemphigoid, Dermatitis Herpetiformis, Hidradenitis Suppurativa",+91 99876 54421,varunverma@advancedskinclinic.com
Dr. Tanvi Kapoor,Neurologist,"Muscle Weakness, Muscle Atrophy, Difficulty Swallowing",3,4.2,Bangalore,"Muscular Dystrophy, Spinal Muscular Atrophy (SMA), Lambert-Eaton Syndrome",+91 97654 32209,tanvikapoor@advbrainhealth.com
Dr. Rohan Patel,Gastroenterologist,"Liver Failure, Bile Duct Obstruction, Abdominal Fluid Accumulation",13,4.6,Chennai,"Primary Biliary Cholangitis (PBC), Primary Sclerosing Cholangitis (PSC), Ascites",+91 96543 22098,rohanpatel@advdigestivehealth.com
Dr. Isha Reddy,Endocrinologist,"Growth Disorders, Early Puberty, Late Puberty",19,4.5,Hyderabad,"Precocious Puberty, Delayed Puberty, Short Stature",+91 95432 21987,ishareddy@advendocrinecare.com
Dr. Nikhil Singh,Orthopedic Surgeon,"Bone Tumors, Joint Infections, Limb Lengthening",20,4.7,Kolkata,"Osteosarcoma, Septic Arthritis, Congenital Limb Deformities",+91 94322 10976,nikhilsingh@advorthopedicspecialist.com
Dr. Preeti Nair,Gynecologist,"Recurrent Miscarriage, Ectopic Pregnancy, Molar Pregnancy",12,4.4,Pune,"Antiphospholipid Syndrome (APS), Tubal Pregnancy, Gestational Trophoblastic Disease (GTD)",+91 93221 09865,preetinair@advwomenshealth.com
Dr. Gaurav Joshi,Pediatrician,"Genetic Disorders, Metabolic Disorders, Immune Deficiencies",21,4.1,Ahmedabad,"Cystic Fibrosis, Phenylketonuria (PKU), Severe Combined Immunodeficiency (SCID)",+91 92210 98754,gauravjoshi@advchildrensclinic.com
Dr. Neha Gupta,Ophthalmologist,"Retinoblastoma, Congenital Cataracts, Nystagmus",14,4.9,Jaipur,"Childhood Eye Cancer, Pediatric Cataracts, Eye Movement Disorders",+91 91210 98743,nehagupta@adveyecarecenter.com
Dr. Siddharth Kumar,Urologist,"Penile Cancer, Testicular Torsion, Epispadias",10,4.3,Lucknow,"Urethral Stricture, Phimosis, Paraphimosis",+91 90210 98732,siddharthkumar@advurologyclinic.com
Dr. Anika Singh,Cardiologist,"Sudden Cardiac Arrest, Long QT Syndrome, Hypertrophic Cardiomyopathy",2,4.0,Mumbai,"Inherited Arrhythmia Syndromes, Genetic Heart Conditions, Sudden Unexplained Death in Epilepsy (SUDEP) Prevention",+91 98123 45678,anikasingh@advancedcardio.com
Dr. Sameer Patel,Dermatologist,"Severe Burns, Skin Grafting, Reconstructive Surgery",16,4.2,Delhi,"Burn Management, Skin Reconstruction, Scar Revision",+91 99234 56789,sameerpatel@advancedderma.com
Dr. Aisha Khan,Neurologist,"Spinal Cord Injury, Traumatic Brain Injury, Stroke Rehabilitation",24,4.7,Bangalore,"Neurorehabilitation, Physical Therapy, Occupational Therapy",+91 97345 67890,aishakhan@advancedneuro.com
Dr. Pranav Reddy,Gastroenterologist,"Colonoscopy, Endoscopy, ERCP",33,4.5,Chennai,"Gastrointestinal Procedures, Therapeutic Endoscopy, Biliary Interventions",+91 96456 78901,pranavreddy@advancedgastro.com
Dr. Sneha Verma,Endocrinologist,"Insulin Pump Therapy, Continuous Glucose Monitoring, Diabetes Education",40,4.9,Hyderabad,"Diabetes Technology, Diabetes Management, Insulin Resistance",+91 95567 89012,snehaverma@advancedendo.com
Dr. Karthik Iyer,Orthopedic Surgeon,"Arthroscopic Surgery, Minimally Invasive Surgery, Robotic Surgery",18,4.1,Kolkata,"Joint Preservation, Cartilage Repair, Ligament Reconstruction",+91 94678 90123,karthikiyer@advancedortho.com
Dr. Maya Menon,Gynecologist,"High-Risk Pregnancy, Multiple Pregnancy, Preterm Labor",8,4.3,Pune,"Maternal-Fetal Medicine, Advanced Obstetric Care, Fetal Monitoring",+91 93789 01234,mayamenon@advancedgyn.com
Dr. Rohan Gupta,Pediatrician,"Neonatal Intensive Care, Premature Infant Care, Congenital Anomalies",14,4.6,Ahmedabad,"Neonatology, Newborn Care, Pediatric Critical Care",+91 92890 12345,rohangupta@advancedpeds.com
Dr. Shruti Sharma,Ophthalmologist,"LASIK, PRK, Refractive Surgery",5,4.8,Jaipur,"Vision Correction, Cataract Surgery, Corneal Transplantation",+91 91901 23456,shrutisharma@advancedeye.com
Dr. Aniket Verma,Urologist,"Robotic Prostatectomy, Laparoscopic Nephrectomy, Bladder Reconstruction",29,4.0,Lucknow,"Urologic Oncology, Minimally Invasive Urologic Surgery, Robotic Urologic Surgery",+91 90012 34567,aniketverma@advanceduro.com
Dr. Sanjana Joshi,Cardiologist,"Echocardiography, Angiography, Stenting",34,4.4,Mumbai,"Diagnostic Cardiology, Interventional Cardiology, Cardiac Catheterization",+91 98234 56789,sanjanajoshi@eliteheart.com
Dr. Yash Khanna,Dermatologist,"Cosmetic Dermatology, Laser Treatments, Anti-Aging Treatments",22,4.7,Delhi,"Botox, Fillers, Chemical Peels",+91 99345 67890,yashkhanna@elitederma.com
Dr. Kavya Sharma,Neurologist,"EEG, EMG, Nerve Conduction Studies",6,4.2,Bangalore,"Neurodiagnostics, Electrophysiology, Neuromuscular Disorders",+91 97456 78901,kavyasharma@eliteneuro.com
Dr. Vivaan Patel,Gastroenterologist,"Esophageal Manometry, pH Monitoring, Capsule Endoscopy",17,4.9,Chennai,"Gastrointestinal Motility Disorders, Acid Reflux Testing, Wireless Capsule Endoscopy",+91 96567 89012,vivaanpatel@elitegastro.com
Dr. Aarohi Reddy,Endocrinologist,"Thyroid Ultrasound, Fine Needle Aspiration, Radioiodine Therapy",9,4.5,Hyderabad,"Thyroid Imaging, Thyroid Biopsy, Thyroid Cancer Treatment",+91 95678 90123,aarohireddy@eliteendo.com
Dr. Ishaan Singh,Orthopedic Surgeon,"Sports Medicine, Arthroscopic Reconstruction, Injury Prevention",35,4.1,Kolkata,"Athletic Injuries, Knee Reconstruction, Shoulder Stabilization",+91 94789 01234,ishaansingh@eliteortho.com
Dr. Aanya Nair,Gynecologist,"Colposcopy, LEEP, Hysterectomy",23,4.3,Pune,"Cervical Cancer Screening, Cervical Dysplasia Treatment, Minimally Invasive Gynecologic Surgery",+91 93890 12345,aanyanair@elitegyn.com
Dr. Aaryan Joshi,Pediatrician,"Developmental Delay, Behavioral Therapy, Speech Therapy",38,4.6,Ahmedabad,"Pediatric Development, Autism Intervention, Speech Pathology",+91 92901 23456,aaryanjoshi@elitepeds.com
Dr. Aaradhya Gupta,Ophthalmologist,"Glaucoma Surgery, Retinal Laser, Intravitreal Injections",4,4.8,Jaipur,"Glaucoma Management, Diabetic Retinopathy Treatment, Macular Degeneration Therapy",+91 91012 34567,aaradhyagupta@eliteeye.com
Dr. Reyansh Kumar,Urologist,"Vasectomy, Circumcision, Prostate Biopsy",11,4.0,Lucknow,"Male Sterilization, Foreskin Problems, Prostate Cancer Screening",+91 90123 45678,reyanshkumar@eliteuro.com
Dr. Kiara Sharma,Cardiologist,"Cardiac Rehabilitation, Lifestyle Modification, Preventive Cardiology",25,3.8,Mumbai,"Heart Health, Risk Factor Modification, Secondary Prevention",+91 98345 67890,kiarasharma@premiercardio.com
Dr. Advik Patel,Dermatologist,"Skin Biopsy, Cryotherapy, Excision",39,4.2,Delhi,"Skin Lesion Removal, Freezing Treatment, Surgical Excision",+91 99456 78901,advikpatel@premierderma.com
Dr. Anaya Khan,Neurologist,"Botulinum Toxin Injections, Deep Brain Stimulation, Vagus Nerve Stimulation",26,4.7,Bangalore,"Movement Disorders, Dystonia, Epilepsy Surgery",+91 97567 89012,anayakhan@premierneuro.com
Dr. Veer Reddy,Gastroenterologist,"Liver Biopsy, Paracentesis, Sclerotherapy",30,4.5,Chennai,"Liver Disease Management, Ascites Drainage, Variceal Bleeding Treatment",+91 96678 90123,veereddy@premiergastro.com
Dr. Diya Verma,Endocrinologist,"Adrenal Biopsy, Pituitary Surgery, Bone Densitometry",19,4.9,Hyderabad,"Endocrine Surgery, Pituitary Tumors, Osteoporosis Screening",+91 95789 01234,diyaverma@premierendo.com
Dr. Neil Singh,Orthopedic Surgeon,"Total Joint Replacement, Revision Surgery, Bone Grafting",27,4.1,Kolkata,"Complex Joint Reconstruction, Implant Revision, Bone Healing",+91 94890 12345,neilsingh@premierortho.com
Dr. Ira Nair,Gynecologist,"Fertility Treatment, IVF, Egg Freezing",28,4.3,Pune,"Assisted Reproductive Technology, In Vitro Fertilization, Fertility Preservation",+91 93901 23456,iranair@premiergyn.com
Dr. Kabir Joshi,Pediatrician,"Newborn Screening, Genetic Counseling, Preventive Medicine",32,4.6,Ahmedabad,"Pediatric Genetics, Metabolic Screening, Immunizations",+91 92012 34567,kabirjoshi@premierpeds.com
Dr. Myra Gupta,Ophthalmologist,"Oculoplastics, Eyelid Surgery, Orbital Surgery",36,4.8,Jaipur,"Eyelid Reconstruction, Ptosis Repair, Orbital Tumors",+91 91123 45678,myragupta@premiereye.com
Dr. Aryan Kumar,Urologist,"Kidney Transplant, Bladder Augmentation, Urethral Reconstruction",31,4.0,Lucknow,"Genitourinary Reconstruction, Kidney Transplantation, Bladder Problems",+91 90234 56789,aryankumar@premieruro.com
Dr. Zara Khan,Cardiologist,"Structural Heart Disease, TAVR, MitraClip",23,4.4,Mumbai,"Valve Replacement, Heart Valve Repair, Percutaneous Valve Procedures",+91 98456 78901,zarakhan@excellencerehab.com
Dr. Reyansh Patel,Dermatologist,"Mohs Surgery, Skin Cancer Treatment, Reconstruction",20,4.7,Delhi,"Basal Cell Carcinoma, Squamous Cell Carcinoma, Melanoma",+91 99567 89012,reyanshpatel@excellencederma.com
Dr. Aanya Reddy,Neurologist,"Headache Management, Concussion Treatment, Neuroimaging",21,4.2,Bangalore,"Headache Disorders, Traumatic Brain Injury, MRI/CT Scan Interpretation",+91 97678 90123,aanyareddy@excellenceneuro.com
Dr. Ishaan Verma,Gastroenterologist,"IBD Treatment, Colon Cancer Screening, GERD Management",37,4.9,Chennai,"Crohn's Disease and Ulcerative Colitis Management, Colonoscopy for Cancer Prevention, Acid Reflux Solutions",+91 96789 01234,ishaanverma@excellencegastro.com
Dr. Kiara Singh,Endocrinologist,"Obesity Management, Metabolic Syndrome, PCOS",22,4.5,Hyderabad,"Weight Loss, Insulin Resistance, Women's Hormone Health",+91 95890 12345,kiarasingh@excellenceendo.com
Dr. Advik Iyer,Orthopedic Surgeon,"Spine Surgery, Joint Preservation, Minimally Invasive Techniques",24,4.1,Kolkata,"Spinal Fusion, Arthroscopy for Joint Issues, Small Incision Surgeries",+91 94901 23456,advikiyer@excellenceortho.com
Dr. Anaya Joshi,Gynecologist,"Minimally Invasive Surgery, Hysterectomy, Fertility Preservation",25,4.3,Pune,"Laparoscopic Procedures, Uterine Fibroid Removal, Egg Freezing and IVF",+91 93012 34567,anayajoshi@excellencegyn.com
Dr. Veer Gupta,Pediatrician,"Allergy Treatment, Asthma, Immunizations",26,4.6,Ahmedabad,"Childhood Allergies, Respiratory Conditions, Pediatric Vaccine Schedules",+91 92123 45678,veergutpa@excellencepeds.com
Dr. Diya Khan,Ophthalmologist,"Cataract Surgery, Glaucoma Management, Diabetic Eye Exams",27,4.8,Jaipur,"Lens Replacement, Intraocular Pressure Control, Retinopathy Screening",+91 91234 56789,diyakhan@excellenceeye.com
Dr. Neil Sharma,Urologist,"Kidney Stones, Prostate Issues, Bladder Problems",28,4.0,Lucknow,"Lithotripsy, Enlarged Prostate Treatment, Urinary Incontinence Solutions",+91 90345 67890,neilsharma@excellenceuro.com
Dr. Rajesh Sharma,Cardiologist,"Chest Pain, Palpitations, Shortness of Breath, High Blood Pressure",15,4.6,Mumbai,"Coronary Artery Disease, Heart Failure, Arrhythmias",+91 98765 43210,rajeshsharma@cardiocare.com
Dr. Priya Patel,Dermatologist,"Acne, Eczema, Psoriasis, Skin Infections, Hair Loss",8,4.2,Delhi,"Acne Vulgaris, Atopic Dermatitis, Psoriasis Vulgaris",+91 99887 76655,priyapatel@skindocs.com
Dr. Arvind Kumar,Neurologist,"Headaches, Seizures, Stroke, Memory Loss, Parkinson's",22,4.8,Bangalore,"Epilepsy, Stroke Rehabilitation, Parkinson's Disease",+91 97654 32109,arvindkumar@neuroclinic.in
Dr. Sunita Reddy,Gynecologist,"Pregnancy, Infertility, Menopause, PCOS",12,4.5,Chennai,"PCOS, Uterine Fibroids, Endometriosis",+91 96543 21098,sunitareddy@womenshealth.org
Dr. Rohan Verma,Orthopedic Surgeon,"Fractures, Joint Pain, Arthritis, Back Pain",18,4.7,Kolkata,"Osteoarthritis, Rheumatoid Arthritis, Spinal Stenosis",+91 95432 10987,rohanverma@orthopedics.in
Dr. Meera Nair,Pediatrician,"Fever, Cough, Cold, Vaccination, Child Development",7,4.3,Hyderabad,"Chickenpox, Measles, Mumps",+91 94321 09876,meeranair@childcare.com
Dr. Vikram Singh,Gastroenterologist,"Abdominal Pain, Diarrhea, Constipation, Acidity",14,4.4,Pune,"Irritable Bowel Syndrome (IBS), Crohn's Disease, Ulcerative Colitis",+91 93210 98765,vikramsingh@gastrolife.net
Dr. Anjali Gupta,Endocrinologist,"Diabetes, Thyroid Disorders, Hormonal Imbalance",10,4.9,Ahmedabad,"Type 2 Diabetes, Hypothyroidism, Hyperthyroidism",+91 92109 87654,anjaligupta@endocrine.org
Dr. Sanjay Joshi,Ophthalmologist,"Vision Problems, Cataracts, Glaucoma, Eye Infections",25,4.6,Jaipur,"Cataracts, Glaucoma, Diabetic Retinopathy",+91 91098 76543,sanjayjoshi@eyecare.in
Dr. Deepika Menon,ENT Specialist,"Hearing Loss, Sinusitis, Sore Throat, Tinnitus",9,4.1,Lucknow,"Tonsillitis, Adenoiditis, Deviated Septum",+91 90987 65432,deepikamenon@entclinic.com
Dr. Rahul Khanna,Cardiologist,"High Cholesterol, Angina, Heart Attack, Arrhythmias",16,4.7,Mumbai,"Coronary Artery Disease, Valvular Heart Disease, Congestive Heart Failure",+91 98123 45678,rahulkhanna@heartcare.com
Dr. Shweta Iyer,Dermatologist,"Rashes, Allergies, Skin Cancer Screening, Warts",5,4.0,Delhi,"Allergic Contact Dermatitis, Basal Cell Carcinoma, Melanoma",+91 99234 56789,shweta.iyer@skinderm.com
Dr. Amit Verma,Neurologist,"Migraines, Multiple Sclerosis, Neuropathy, Tremors",28,4.9,Bangalore,"Multiple Sclerosis, Peripheral Neuropathy, Stroke",+91 97345 67890,amitverma@neurospecialists.com
Dr. Lakshmi Reddy,Gynecologist,"Prenatal Care, Family Planning, Hysterectomy, Ovarian Cysts",13,4.4,Chennai,"Ovarian Cysts, Fibroids, Pelvic Inflammatory Disease (PID)",+91 96456 78901,lakshmireddy@womenshealthcenter.com
Dr. Suresh Kumar,Orthopedic Surgeon,"Knee Pain, Hip Pain, Shoulder Pain, Sports Injuries",20,4.8,Kolkata,"ACL Tear, Meniscal Tear, Rotator Cuff Tear",+91 95567 89012,sureshkumar@bonesurgeon.com
Dr. Pooja Sharma,Pediatrician,"Asthma, Allergies, Eczema, Growth Problems",6,4.2,Hyderabad,"Asthma, Allergies, Eczema in Children",+91 94678 90123,poojasharma@kidscare.net
Dr. Rajesh Gupta,Gastroenterologist,"Acid Reflux, Bloating, Liver Disease, Pancreatitis",17,4.5,Pune,"Gastroesophageal Reflux Disease (GERD), Hepatitis, Pancreatitis",+91 93789 01234,rajeshgupta@digestivehealth.com
Dr. Neha Singh,Endocrinologist,"Osteoporosis, Adrenal Disorders, Pituitary Tumors",11,5.0,Ahmedabad,"Osteoporosis, Cushing's Syndrome, Acromegaly",+91 92890 12345,nehasingh@hormoneexperts.com
Dr. Vijay Joshi,Ophthalmologist,"Refractive Surgery, Diabetic Eye Disease, Macular Degeneration",26,4.7,Jaipur,"Age-Related Macular Degeneration (AMD), Diabetic Retinopathy, Refractive Errors",+91 91901 23456,vijayjoshi@visioncare.in
Dr. Ananya Menon,ENT Specialist,"Vertigo, Snoring, Nasal Polyps, Ear Infections",10,4.3,Lucknow,"Vertigo, Rhinitis, Otitis Media",+91 90123 45678,ananyamenon@earnosethroat.com
Dr. Aditya Sharma,Cardiologist,"High Blood Pressure, Valve Disorders, Congenital Heart Defects",19,4.6,Mumbai,"Hypertension, Aortic Stenosis, Atrial Fibrillation",+91 98234 56789,adityasharma@heartclinic.com
Dr. Kavita Patel,Dermatologist,"Pimples, Dark Circles, Pigmentation, Scar Treatment",7,4.1,Delhi,"Melasma, Hyperpigmentation, Acne Scars",+91 99345 67890,kavitapatel@skinbeauty.com
Dr. Sanjay Kumar,Neurologist,"Alzheimer's Disease, Bell's Palsy, Spinal Cord Injury",30,4.8,Bangalore,"Alzheimer's Disease, Bell's Palsy, Spinal Cord Injury Management",+91 97456 78901,sanjaykumar@brainexperts.com
Dr. Priya Reddy,Gynecologist,"High-Risk Pregnancy, Laparoscopic Surgery, Miscarriage",14,4.5,Chennai,"Ectopic Pregnancy, Miscarriage Management, Laparoscopic Hysterectomy",+91 96567 89012,priyareddy@womenshealth.com
Dr. Rohan Verma,Orthopedic Surgeon,"Arthroscopic Surgery, Joint Replacement, Bone Tumors",21,4.7,Kolkata,"Total Knee Replacement, Hip Replacement, Bone Tumor Resection",+91 95678 90123,rohanverma@orthocenter.com
Dr. Meera Nair,Pediatrician,"Newborn Care, Childhood Diseases, Immunization Schedule",8,4.3,Hyderabad,"Bronchiolitis, Varicella, Vaccine Preventable Diseases",+91 94789 01234,meeranair@childrenspecialist.com
Dr. Vikram Singh,Gastroenterologist,"Colonoscopy, Endoscopy, Liver Biopsy, GERD",15,4.4,Pune,"Colon Polyps, Esophageal Varices, Liver Cirrhosis",+91 93890 12345,vikramsingh@digestiveclinic.com
Dr. Anjali Gupta,Endocrinologist,"Polycystic Ovary Syndrome, Growth Hormone Deficiency",12,4.9,Ahmedabad,"Polycystic Ovary Syndrome, Growth Hormone Deficiency, Parathyroid Disorders",+91 92901 23456,anjaligupta@hormoneinstitute.com
Dr. Sanjay Joshi,Ophthalmologist,"LASIK, Cataract Surgery, Retinal Detachment",27,4.6,Jaipur,"Retinal Detachment, Cataract Extraction, Laser Refractive Surgery",+91 91012 34567,sanjayjoshi@eyeclinic.com
Dr. Deepika Menon,ENT Specialist,"Allergic Rhinitis, Adenoidectomy, Tympanoplasty",11,4.1,Lucknow,"Allergic Rhinitis, Adenoid Hypertrophy, Tympanic Membrane Perforation Repair",+91 90234 56789,deepikamenon@earnosethroatspecialist.com
Dr. Rajesh Sharma,General Physician,"Fever, Cold, Cough, Body Pain, Fatigue",5,3.8,Mumbai,"Common Cold, Influenza, Acute Bronchitis",+91 91234 56780,rajesh.sharma@careclinic.com
Dr. Priya Patel,Dentist,"Toothache, Gum Bleeding, Cavities, Bad Breath",7,4.2,Delhi,"Dental Caries, Gingivitis, Periodontitis",+91 92345 67891,priya.patel@smileclinic.com
Dr. Arvind Kumar,Psychiatrist,"Depression, Anxiety, Insomnia, Stress",12,4.5,Bangalore,"Major Depressive Disorder, Generalized Anxiety Disorder, Insomnia Disorder",+91 93456 78902,arvind.kumar@mindcare.com
Dr. Sunita Reddy,Pulmonologist,"Cough, Wheezing, Shortness of Breath, Asthma",10,4.3,Chennai,"Asthma, Chronic Obstructive Pulmonary Disease (COPD), Pneumonia",+91 94567 89013,sunita.reddy@lungcare.com
Dr. Rohan Verma,Urologist,"Urinary Tract Infection, Kidney Stones, Prostate Enlargement",15,4.7,Kolkata,"Urinary Tract Infection (UTI), Kidney Stones, Benign Prostatic Hyperplasia (BPH)",+91 95678 90124,rohan.verma@urocare.com
Dr. Meera Nair,Rheumatologist,"Joint Pain, Swelling, Stiffness, Autoimmune Diseases",9,4.4,Hyderabad,"Rheumatoid Arthritis, Lupus, Gout",+91 96789 01235,meera.nair@jointcare.com
Dr. Vikram Singh,Oncologist,"Cancer Diagnosis, Chemotherapy, Radiation Therapy",20,4.9,Pune,"Breast Cancer, Lung Cancer, Colon Cancer",+91 97890 12346,vikram.singh@cancercare.com
Dr. Anjali Gupta,Nephrologist,"Kidney Failure, Dialysis, High Blood Pressure",14,4.6,Ahmedabad,"Chronic Kidney Disease (CKD), End-Stage Renal Disease (ESRD), Hypertension",+91 98901 23457,anjali.gupta@kidneycare.com
